id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26250836,Remodeled Southern Chic Studio in 1950s Motel,197294636,Allen And  Jennifer,,District 17,36.12626,-86.77747,Entire home/apt,84,1,247,2021-12-12,6.55,3,149,86,
26256498,*Monthly Tiny Lux Minutes to Downtown Nashville.*,23854221,Sara,,District 5,36.19355,-86.76421,Entire home/apt,42,30,2,2019-08-01,0.05,2,26,0,
26268262,Boho Retreat in Music City- Super Clean!,56531114,Rachel,,District 8,36.23516,-86.73529,Entire home/apt,72,2,130,2021-11-21,3.22,1,0,31,
26273101,Luxury Oasis w/ Pool+Balcony *Steps from Broadway*,116437426,KaNeshia,,District 19,36.15432,-86.7757,Entire home/apt,262,1,17,2021-11-15,3.92,1,165,17,
26280450,Revitalized Victorian Architecture Bungalow with Back Patio,25912979,Stacey,,District 6,36.17218,-86.74931,Entire home/apt,364,3,31,2021-08-15,0.75,1,105,1,
26319881,The Nashville Skyline - 6 Mins to Dwntwn Nashville,85360355,StayLocal,,District 17,36.14491,-86.78264,Entire home/apt,330,1,132,2021-11-30,3.16,81,190,31,
26321010,"The Ashwood- Designer Penthouse in 12 South, Free Early Checkin/Checkout Nov-Feb",6675690,Isabeau And Shaun,,District 17,36.1278,-86.78551,Entire home/apt,271,2,31,2021-08-01,0.79,66,256,2,
26322622,"The Beechwood Penthouse- 12 South Gem, Stay 3 Nights Get 4th Free Nov-Feb",6675690,Isabeau And Shaun,,District 17,36.12756,-86.78767,Entire home/apt,187,2,32,2020-02-26,0.81,66,273,0,
26327332,"The Waverly-14 Bedrooms, 7 Units",6675690,Isabeau And Shaun,,District 17,36.12807,-86.78719,Entire home/apt,2500,3,1,2020-09-20,0.07,66,274,0,
26329079,"The Bradford- 12 South Penthouse Gem, Free Early Checkin/Late Check Out Nov-Feb",6675690,Isabeau And Shaun,,District 17,36.12676,-86.78562,Entire home/apt,212,2,43,2021-12-12,1.25,66,344,12,
26329868,Urban Oasis • Minutes from Broadway!,198013636,Kelsie,,District 2,36.18826,-86.81173,Entire home/apt,300,2,51,2021-08-15,1.22,1,0,5,
26353100,"Cute condo #C on Shelby Ave, Permit # 2017008305",2449922,Amy,,District 6,36.16742,-86.76018,Entire home/apt,75,2,100,2021-11-21,2.38,4,129,28,
26354451,Cute condo #D on Shebly Ave. Permit #2017008303,2449922,Amy,,District 6,36.16907,-86.7586,Entire home/apt,76,2,135,2021-11-28,3.21,4,119,48,
26354589,Cute condo #F on Shelby Ave premit #2017008301,2449922,Amy,,District 6,36.1672,-86.75881,Entire home/apt,76,2,106,2021-11-10,2.54,4,133,32,
26356781,Charmed Nashville Home. Music City Soul. Next To It All.,6278385,John & Elisabeth,,District 17,36.13933,-86.76571,Entire home/apt,287,3,106,2021-12-07,2.55,1,152,33,
26386031,Charming East Nashville House - 10 min to downtown,19230863,Rebecca,,District 5,36.20568,-86.75899,Entire home/apt,173,2,38,2021-11-22,0.93,2,65,18,
26426616,Nashville Area Home Sweet Home,41207602,Belinda,,District 10,36.32254,-86.71444,Entire home/apt,899,1,35,2021-10-17,0.86,7,363,8,
26442992,Elegant Downtown Home/RFtop/City Views/11 Beds,104850762,DC Capital,,District 21,36.15644,-86.81558,Entire home/apt,402,2,68,2021-11-21,1.67,24,354,23,
26445240,Dream Den Nashville,61082762,Brittney,,District 8,36.25579,-86.72013,Entire home/apt,150,2,69,2021-11-28,3.18,1,250,43,
26448670,4 BD|3.5 BA + GARAGE Centrally Located Modern Nashville Stay,198875923,Brad And Lisa,,District 17,36.13267,-86.76563,Entire home/apt,293,2,91,2021-11-27,2.23,2,345,16,
26473813,Dogwood House: Comfy+Bright 3BR 2BA Near Downtown,109712828,Kristin,,District 17,36.11523,-86.76453,Entire home/apt,223,1,104,2021-11-21,2.49,2,336,26,
26473920,"Quaint Town Home, 1 Bedroom by the Airport",123953668,Trevor,,District 13,36.11947,-86.62761,Private room,32,30,18,2020-09-07,0.53,1,0,0,
26488177,Voted Best of Nashville - Vibrant & Fantastic Downtown Condo,133757060,Zac,,District 19,36.16239,-86.78463,Entire home/apt,129,1,381,2021-12-06,9.17,7,264,96,
26576101,Charming Brentwood Escape,91180382,Robin,,District 4,36.04286,-86.7492,Private room,56,1,204,2021-12-10,4.88,1,177,62,
26637369,Lofts on Louise #6,7894194,Heirbnb,,District 21,36.15013,-86.80309,Entire home/apt,67,1,286,2021-12-12,6.82,6,352,95,
26638862,Lovely Cottage ~2 BR 2 BA~ 7 Min. To Downtown,23854221,Sara,,District 5,36.19314,-86.76374,Entire home/apt,202,2,59,2021-12-13,1.42,2,80,11,
26658902,A7*) GULCH HOME WALKING DISTANCE TO BARS,132613025,Tyler,,District 17,36.14555,-86.7862,Entire home/apt,500,2,121,2021-12-12,2.92,21,321,38,
26659476,Treat Yourself To Luxury! 2 miles from Downtown!,23314330,Sara,,District 19,36.18095,-86.79935,Entire home/apt,712,2,62,2021-11-24,1.55,4,249,25,
26662703,Serene and Modern House in an Authentic Neighborhood,17651188,Laura,,District 2,36.1833,-86.81079,Entire home/apt,399,3,16,2019-11-10,0.41,3,291,0,
26690269,NEW! DOWNTOWN Nash Urban Oasis 2 miles to Broadway,133589484,Regis & Christi,,District 21,36.18391,-86.80616,Entire home/apt,261,2,71,2021-11-22,1.74,2,301,7,
26693393,Mini Master Suite With Large Private Deck,5178185,Joel,,District 6,36.17254,-86.74568,Private room,160,1,34,2020-03-13,0.82,4,203,0,
26713924,Star Wars Suite,200867539,Elissa,,District 28,36.06673,-86.67095,Private room,36,3,109,2021-11-28,2.60,1,5,16,
26751150,Private room in a Nature Grounded Hillside Home,188186558,Christina,,District 5,36.20879,-86.75661,Private room,58,1,58,2020-03-15,1.69,2,0,0,
26764632,5✩ stay! Private Suite & entrance✧2 mi to Broadway,88959664,Julian,,District 5,36.19055,-86.76969,Private room,54,2,247,2021-12-12,5.99,23,256,75,
26772755,The Pines on Trousdale!,201304408,Gail,,District 26,36.07834,-86.75825,Entire home/apt,149,31,46,2020-02-23,1.13,2,72,0,
26776225,Golden Ticket in The Gulch,13049961,Turner,,District 19,36.14922,-86.7865,Entire home/apt,1054,3,116,2021-12-06,2.80,1,250,40,
26780958,Colorful bungalow in the Nations,33239591,Anitra,,District 20,36.15788,-86.84818,Entire home/apt,214,1,29,2021-12-12,0.76,1,134,10,
26781319,12th South Beautiful Townhome,153919195,Dyer Management,,District 18,36.12731,-86.79406,Entire home/apt,277,2,22,2021-11-10,0.54,18,157,1,
26800336,Private Suite & Entrance - South Nashville,23044206,Gretchen,,District 26,36.06383,-86.75332,Entire home/apt,80,3,190,2021-12-13,4.66,1,233,45,
26802251,Nashville Modern Western House in the Nations,189931037,Josh,,District 20,36.16892,-86.86167,Entire home/apt,291,2,10,2021-11-27,1.49,1,9,10,
26812177,Walk to All/Broadway/Honky Tonks/2 Bdrm/2 Bath!,49996257,Kimberly,,District 19,36.17381,-86.78115,Entire home/apt,193,3,134,2021-12-05,3.32,4,284,39,
26812474,Relaxing 1 Bed Retreat Just Outside Music City,134780538,Frank,,District 3,36.27724,-86.76426,Entire home/apt,68,2,170,2021-12-03,4.08,1,3,48,
26848775,"WALK TO FIVE POINTS >> Clean, PRIVATE Guesthouse",201929123,Deb,,District 6,36.18706,-86.74161,Entire home/apt,150,2,83,2021-12-05,2.02,1,333,19,
26865530,The Pines on Trousdale - Private Suite,201304408,Gail,,District 26,36.07705,-86.75788,Private room,115,31,3,2018-11-04,0.07,2,71,0,
26876313,"Elegant Condo with Internet, Parking, Television, Rooftop",126174,TrueAvenue,,District 5,36.17392,-86.76513,Entire home/apt,111,30,5,2021-11-21,0.12,23,292,3,
26889883,Luxury townhouse master bedroom walkable East Nash,45289333,Scott And Stefi,,District 5,36.18349,-86.7511,Private room,51,32,1,2019-01-20,0.03,5,0,0,
26892397,Walkable East Nashville bedroom with own bathroom,45289333,Scott And Stefi,,District 5,36.18428,-86.75138,Private room,50,32,0,,,5,0,0,
26900742,The Johnny Cash Suite,150990116,Jennifer,,District 2,36.1839,-86.80826,Entire home/apt,108,1,258,2021-12-16,6.21,1,169,79,
26916889,Bring Pets to a Hip East Nashville Getaway,26952016,Brian,,District 7,36.22856,-86.71297,Entire home/apt,295,1,131,2021-12-12,3.20,2,269,32,
26917701,Hey Yall Downtown Nashville WALK TO IT ALL!,28196034,Hey Yall Nashville,,District 19,36.16187,-86.7834,Entire home/apt,158,2,166,2021-12-05,4.00,20,58,48,
26948467,Urban Oasis in City Heights Downtown Nashville,161316384,Wayne,,District 21,36.15668,-86.81671,Entire home/apt,99,30,10,2021-11-22,0.27,4,182,2,
26954785,Stylish 3 level town home w/rooftop deck and view!,161489238,Dave,,District 5,36.19,-86.77174,Entire home/apt,206,3,142,2021-12-08,3.54,1,80,64,
26954842,Log Cabin Retreat minutes from Downtown Nashville,31159071,Cory,,District 3,36.25419,-86.80866,Entire home/apt,160,2,152,2021-12-03,3.69,2,235,59,
26990097,Melrose Bungalow in Historic Woodland - Six Min to Broadway,16636575,Winston,,District 17,36.13008,-86.77617,Entire home/apt,272,3,56,2021-11-29,1.56,1,0,14,
26992170,Experiential Artist-Centric Home In The Hills,65814161,Jaan,,District 22,36.11838,-86.92677,Entire home/apt,400,1,10,2019-10-20,0.29,1,0,0,
26996194,Rustic Nashville Home <10minutes from Downtown,203121079,John,,District 21,36.15821,-86.8275,Entire home/apt,310,30,57,2021-10-31,1.40,1,9,2,
27019693,Private Suite,45921484,Adi,,District 8,36.21056,-86.75688,Entire home/apt,68,30,147,2021-11-01,3.62,2,10,13,
27056189,House on a Hill in the Heart of the Nations,18328889,Ali,,District 20,36.16083,-86.84323,Entire home/apt,379,2,6,2021-11-28,1.13,1,17,6,
27060417,Stroll Down Broadway from a Spacious Apartment,197082329,TMC Hospitality,,District 19,36.15631,-86.77381,Entire home/apt,176,1,138,2021-11-23,3.87,4,106,51,
27068316,Spa & IG-Pretty! BIG 4BR 3BA 12 Beds Near Downtown,203687236,Albert,,District 16,36.10556,-86.73812,Entire home/apt,178,1,77,2021-11-29,1.94,1,240,37,
27081125,"Airy, Elegant Style at a Lipscomb/Green Hills Hideaway",55200509,Christy And Andy,,District 25,36.11294,-86.79762,Entire home/apt,165,1,63,2020-05-20,1.56,1,0,0,
27084016,Celebrate a Reunion at the Bode Apartment in Nashville,197082329,TMC Hospitality,,District 19,36.15683,-86.7733,Entire home/apt,752,1,56,2021-10-19,1.51,4,26,12,
27084898,Bode Private Room - DT Nashville,197082329,TMC Hospitality,,District 19,36.15813,-86.77302,Hotel room,112,1,117,2021-09-30,3.14,4,97,60,
27130296,Vintage Decadence at the Speakeasy Retreat just off I-65,18778353,Taylor + Chris,,District 8,36.25883,-86.74628,Entire home/apt,94,1,148,2021-04-27,3.63,1,0,17,
27134467,MUSIC ROW DREAM ★ HANG IN THE ACTION ★ 3 BEDS,101426897,Host Extraordinaires,,District 19,36.14872,-86.79426,Entire home/apt,119,2,66,2021-12-12,1.91,123,355,35,
27134499,Buchanan Suite - Private Entry/Close to everything,15929189,Jordan,,District 21,36.18069,-86.80958,Entire home/apt,52,1,238,2021-11-09,6.08,1,2,53,
27135016,Modern Townhouse ★ Rooftop ★ Downtown Views,39861993,Tony & Katherine,,District 5,36.19096,-86.77147,Entire home/apt,207,3,103,2021-12-06,2.50,4,177,30,
27136966,Downtown Private Guest Loft with Cool Vintage Vibe-Sanitized,32592159,Stacy And Casey,,District 19,36.17511,-86.79816,Entire home/apt,124,1,369,2021-12-12,9.15,4,226,74,
27141751,2 BR/2BA. < 5 Minutes to CMA activities in Midtown,82941725,Dave,,District 21,36.14837,-86.80713,Entire home/apt,250,4,6,2019-05-27,0.18,1,0,0,
27189857,Haven Nash★84pt Walk Score★2 Decks★5min2Broadway,31549142,Brandon,,District 5,36.18317,-86.75047,Entire home/apt,182,2,101,2021-11-28,2.47,18,207,30,
27192929,Victorian Home ⬙ Pool & Hot Tub ⬘ 3mi to DWTN,146677027,Ida & David,,District 6,36.181,-86.73911,Entire home/apt,587,2,82,2021-12-05,2.38,1,283,27,
27199485,Spacious Modern Retreat•Close to Grand Ole Opry,88401662,Lindsey,,District 15,36.20847,-86.68223,Entire home/apt,185,30,7,2021-11-30,0.18,1,178,2,
27223811,"Swanky Home, Rooftop Views, Clean & Sanitized",6675690,Isabeau And Shaun,,District 5,36.19827,-86.74235,Entire home/apt,244,2,24,2021-11-14,0.59,66,350,9,
27225405,"The Fairwins - TWO Homes with 6 Bedrooms, Rooftop Retreats, & Murals Galore",6675690,Isabeau And Shaun,,District 5,36.19754,-86.74272,Entire home/apt,550,2,51,2021-10-25,1.41,66,352,12,
27228775,"Colorful Retreat! Photo Wall, Karaoke, Coffee Bar",204571824,Hilary,,District 5,36.181,-86.76103,Entire home/apt,397,2,90,2021-12-12,2.19,2,101,33,
27234910,Beautiful 1-BR guesthouse apt in a great location!,12772705,Robin Jamie,,District 17,36.13334,-86.78211,Entire home/apt,150,14,2,2018-11-02,0.05,1,0,0,
27258909,A3) New GULCH HOME - 4BR  - AMAZING VIEWS,132613025,Tyler,,District 17,36.14425,-86.78494,Entire home/apt,256,2,90,2021-10-24,2.22,21,327,18,
27282037,Spectacular Grand Loft On Broadway Strip,167417432,Cal & Steph,,District 19,36.16228,-86.77638,Entire home/apt,312,2,124,2021-12-12,3.18,6,334,35,
27285526,The Southern Magnolia-Walkable in East Nashville!,85360355,StayLocal,,District 7,36.19484,-86.72014,Entire home/apt,294,1,106,2021-11-27,2.58,81,222,34,
27290581,Cozy Room w/Private Bath - Under 3Miles to Airport,202082317,Erica,,District 29,36.09249,-86.64411,Private room,50,1,32,2018-11-30,0.78,1,0,0,
27307849,Boutique Design Condo with Private Balcony,145319750,Wil,,District 19,36.1714,-86.78311,Entire home/apt,150,2,59,2021-09-06,1.49,3,0,18,
27333064,Musician's Cottage ★ Hip Vibe ★ Cozy & Quiet,205964414,Jabe,,District 8,36.23027,-86.72719,Entire home/apt,116,2,13,2019-10-27,0.32,1,0,0,
27359638,sweet home,84493048,Jingbin,,District 20,36.15741,-86.87872,Private room,36,30,7,2021-10-05,0.26,5,302,1,
27432114,2 - Downtown Home with VIEWS -- 6 beds,69852847,Ludo & Laura,,District 19,36.15964,-86.79548,Entire home/apt,306,3,72,2021-12-12,1.81,18,308,25,
27434683,Country Comfort,21224226,Deborah,,District 10,36.3696,-86.73141,Entire home/apt,120,2,75,2021-12-13,1.93,1,149,22,
27450078,Hunt House Dockside Riverfront,40638300,Tammy,,District 7,36.21969,-86.70732,Entire home/apt,596,3,41,2021-11-08,1.09,1,329,21,
27457444,Upscale Nashville Townhome on Golf Course*,99660730,Doc,,District 29,36.08573,-86.6339,Entire home/apt,162,2,50,2021-11-22,1.23,1,362,27,
27457812,Nashville Dream Condo ~ Melrose ~2 miles Downtown!,22484676,Jacqueline,,District 17,36.12635,-86.77856,Entire home/apt,110,3,75,2020-08-16,1.84,1,0,0,
27464551,"⭐️Super Clean, Cute & Comfy! Private Suite Retreat⭐️",2236071,Angela & Chris,,District 8,36.25436,-86.73101,Entire home/apt,124,3,101,2021-11-15,2.49,1,56,32,
27479224,Skyline View Roofdeck Luxury TH near Downtown/BWay,16284736,Jordan,,District 5,36.18965,-86.77181,Entire home/apt,225,1,206,2021-11-20,5.04,1,60,57,
27489460,3- Downtown Home Rooftop with City Views -- 6 Beds,69852847,Ludo & Laura,,District 21,36.15796,-86.79512,Entire home/apt,381,3,114,2021-11-29,2.79,18,282,42,
27489950,The Tennessee Cottage-West Nashville Convenience!,85360355,StayLocal,,District 22,36.06597,-86.93768,Entire home/apt,120,1,7,2021-11-08,0.18,81,350,1,
27500000,East Nashville private suite! “Little yellowbird”,95001277,Leah,,District 6,36.18885,-86.73649,Entire home/apt,70,2,17,2021-11-08,3.29,1,28,17,
27509182,Nashville #2 Home Sweet Home,41207602,Belinda,,District 10,36.31281,-86.71456,Private room,99,1,5,2021-11-21,0.19,7,363,4,
27520811,Explore Music City from a Sanctuary-like Urban Retreat,207550233,Jordan,,District 5,36.20127,-86.74723,Entire home/apt,208,2,170,2021-12-13,4.17,1,177,59,
27546946,Posh/Luxury/Hot Tub 10%Off,88298790,Barry,,District 8,36.2552,-86.72019,Private room,62,1,173,2021-12-13,4.26,1,345,62,
27550185,Tranquil City Getaway | Studio Apt | Full Kitchen,28698498,Allan,,District 26,36.09536,-86.71759,Entire home/apt,104,1,85,2021-11-14,2.08,1,116,11,
27552933,Downtown & Classy - DOWNTOWN APT,55585267,Daniel,,District 19,36.15489,-86.77541,Entire home/apt,110,1,156,2021-11-28,4.21,2,130,81,
27598257,Hey Yall Downtown Nashville WALK TO IT ALL!,28196034,Hey Yall Nashville,,District 19,36.16242,-86.78467,Entire home/apt,156,2,159,2021-12-05,4.00,20,132,45,
27603796,"The Oasis - Tranquil, Cozy, Near Airport",36383134,Fawn,,District 15,36.15152,-86.65965,Private room,35,1,2,2020-03-15,0.09,1,0,0,
27605779,Nation Station (Permit Number 2018064023),30725692,Jessica And Jeff,,District 20,36.16279,-86.85371,Entire home/apt,148,1,9,2019-10-13,0.24,1,0,0,
27606282,Experience the Gulch and 12 South in One Stay,319913,Reservations,,District 17,36.13718,-86.7874,Entire home/apt,268,2,8,2021-06-20,0.20,16,338,2,
27611390,"The Music City Suite, private entry and suite!",82349956,Seth,,District 15,36.16618,-86.6759,Private room,104,1,160,2021-12-16,5.54,2,136,67,
27611691,"River & Blues-Downtown, Ground Level, Parking, Gym",1954274,Debbie & Bill,,District 19,36.17254,-86.78135,Entire home/apt,150,2,221,2021-11-22,5.61,1,168,80,
27628244,Revitalized Classical Bungalow with Backyard,208487379,Bryan,,District 6,36.17865,-86.74899,Entire home/apt,360,1,56,2021-11-29,1.41,9,260,14,
27631070,The Tennessee Texan,208509587,Evan,,District 16,36.09622,-86.72221,Entire home/apt,71,2,116,2021-11-28,3.01,1,156,38,
27633928,Downtown life at a real life price!,133709475,Eddy,,District 19,36.15994,-86.77423,Entire home/apt,10,1,1,2018-08-26,0.02,1,0,0,
27652894,Nashville/BNA Private Guest Suite,130999406,David,,District 13,36.10466,-86.70175,Entire home/apt,99,1,257,2021-12-12,6.37,1,169,77,
27655588,Delightful Nations Retreat,208707842,Holly & Tom,,District 20,36.16543,-86.86291,Entire home/apt,201,2,100,2021-12-12,2.50,1,318,32,
27661355,Music City Muse,385021064,Justin,,District 21,36.16096,-86.80781,Entire home/apt,112,2,202,2021-12-13,5.22,3,167,69,
27704354,"Windrustle East, Women's Retreat in Brentwood",40044315,Wendy,,District 27,36.04645,-86.73474,Private room,37,30,6,2021-11-30,0.15,1,139,3,
27722344,★ Dazzling Luxury Home in 12th South-4BR/3.5BA,127541576,LuxuryNash,,District 17,36.13755,-86.78813,Entire home/apt,240,2,67,2021-11-27,1.80,12,3,43,
27727803,"Sleek Contemporary Condo 30day min w/ WiFi, AC, Parking, TV, Furnished, Rooftop",126174,TrueAvenue,,District 6,36.17288,-86.76483,Entire home/apt,111,30,1,2019-03-23,0.03,23,265,0,
27754755,Renovated Ranch on 1 Acre Close to Downtown!,21784536,Dave,,District 15,36.16208,-86.67618,Entire home/apt,200,30,43,2020-10-25,1.08,1,163,0,
27756777,"Lofty Dreams - City Heights, Downtown Nashville",161316384,Wayne,,District 21,36.1565,-86.81674,Entire home/apt,99,30,7,2021-11-21,0.19,4,117,2,
27768438,Exclusive Brand-New Townhome with Rooftop Deck,106505883,TurnKey Vacation Rentals,,District 21,36.15773,-86.81763,Entire home/apt,158,2,13,2021-10-23,0.33,127,354,6,
27789062,Brand-new condo in Nashville! Start here & explore,209839953,Michelle,,District 17,36.13607,-86.75807,Entire home/apt,65,30,2,2020-07-31,0.08,2,176,0,
27792225,NASHVILLE DREAMER ★ MINS TO DOWNTOWN ★ 3BR 2.5BATH,101426897,Host Extraordinaires,,District 17,36.13346,-86.76577,Entire home/apt,225,2,84,2021-12-02,2.09,123,202,29,
27795592,"Stylish House with Fireplace, Yard & Selfie Wall",106505883,TurnKey Vacation Rentals,,District 18,36.12277,-86.80124,Entire home/apt,158,2,35,2021-12-04,0.89,127,286,17,
27803431,Voted One of Nashville's Top 10 Rooms!,209943063,Zachary,,District 20,36.15975,-86.86167,Private room,52,1,92,2020-03-27,2.28,2,14,0,
27804264,Flora House,32007191,Victoria,,District 26,36.08292,-86.73611,Entire home/apt,190,2,24,2020-03-08,0.61,1,0,0,
27807422,The Musician's Cottage - 12 Mins to Downtown!,85360355,StayLocal,,District 15,36.152,-86.69723,Entire home/apt,142,1,100,2021-11-20,2.47,81,284,45,
27808053,Beautiful DTown/12 Beds/Rftop Deck/2nd Home Option,104850762,DC Capital,,District 21,36.15429,-86.82119,Entire home/apt,402,2,65,2021-11-14,1.80,24,348,21,
27810228,Walk To Vanderbilt,13978230,Tashi,,District 18,36.13288,-86.8066,Entire home/apt,50,30,12,2021-10-01,0.32,1,54,5,
27831981,The Sunny Side Up - East Nash/8 Mins to Downtown!,85360355,StayLocal,,District 5,36.181,-86.77028,Entire home/apt,120,1,59,2021-11-28,1.51,81,240,25,
27864959,Cozy Retreat Minutes from Germantown and Broadway,26493160,Marcia,,District 21,36.17371,-86.80405,Entire home/apt,120,3,96,2021-12-16,2.91,1,68,41,
27867990,Long Term Rental at The Julep House!,6675690,Isabeau And Shaun,,District 6,36.18791,-86.73791,Entire home/apt,153,31,2,2021-11-05,0.05,66,313,1,
27871430,Charming Master Suite - Nashville,210538243,Jennifer,,District 31,36.02275,-86.69519,Private room,55,30,11,2021-11-22,0.29,3,43,4,
27926507,Two SANITIZED Luxury Lofts at The Waverly,6675690,Isabeau And Shaun,,District 17,36.12623,-86.78618,Entire home/apt,582,2,0,,,66,365,0,
27927058,3 or More SANITIZED Units @ Waverly in 12th South!,6675690,Isabeau And Shaun,,District 17,36.12675,-86.78753,Entire home/apt,1500,2,1,2020-03-01,0.05,66,365,0,
27927088,Hey Yall Nashville WALK TO IT ALL! Downtown,28196034,Hey Yall Nashville,,District 19,36.16173,-86.78401,Entire home/apt,166,2,143,2021-12-06,3.57,20,110,49,
27927532,"Large Rooftop Deck, Luxury Furnishings, 9 Beds!",319913,Reservations,,District 17,36.13587,-86.78729,Entire home/apt,316,2,35,2021-10-31,0.90,16,291,11,
27929014,Rodeo. Looking for a cool spot? Say Less!!,179452506,Carrie,,District 17,36.1264,-86.77857,Entire home/apt,105,2,93,2021-11-20,2.35,6,88,28,
27969018,⭐️ ⭐️ DIVA SUITE • Private Basement Suite ⭐️⭐️,56574808,Allie,,District 26,36.07536,-86.73465,Entire home/apt,63,1,82,2021-12-12,2.03,6,63,32,
27979443,SMOOTH LANDING,143024971,Linda,,District 28,36.09314,-86.67527,Entire home/apt,120,2,43,2021-11-15,1.07,2,359,4,
27985203,Charming House near DT/Opry/ Airport/Lake,181506404,Rick,,District 14,36.15257,-86.64813,Entire home/apt,110,30,50,2019-12-24,1.30,2,247,0,
28005035,RiverHaven 6,33524311,Linda,,District 7,36.22322,-86.70947,Private room,150,2,47,2021-11-28,1.19,3,355,19,
28006647,NASHVILLE 2 BEDROOM AT WYNDHAM VACATION RESORT,189734742,James,,District 15,36.22039,-86.70483,Entire home/apt,207,2,0,,,3,0,0,
28007932,Hillsboro Haven,110522281,Ethan,,District 18,36.13555,-86.81218,Entire home/apt,443,2,41,2021-11-27,1.21,1,0,15,
28010009,Full House: Your Cute and Cozy Home in Nashville!,209943063,Zachary,,District 20,36.15979,-86.86278,Entire home/apt,75,1,25,2020-04-26,0.64,2,14,0,
28042539,Stay in Elvis'  Personal Suite. Guitar-Shaped Pool,1683708,Carlos And Cheryl,,District 19,36.15052,-86.79098,Entire home/apt,146,3,120,2021-12-05,3.07,4,251,29,
28047518,New Nashville Home in the Heart of the City,172585934,Scott,,District 19,36.17858,-86.79974,Entire home/apt,250,3,30,2021-09-19,0.79,1,44,1,
28049102,East Nashville Apartment,211726625,John,,District 6,36.17895,-86.74663,Entire home/apt,77,2,244,2021-12-15,6.12,1,44,76,
28052539,The NeST Nashville; heart of the art district,18920563,Robin,,District 17,36.13323,-86.76477,Entire home/apt,219,3,91,2021-11-27,2.46,1,56,33,
28074581,Entire Home Minutes to Broadway,150164485,Robert,,District 21,36.1726,-86.81023,Entire home/apt,208,31,92,2021-05-25,2.34,1,134,26,
28148865,"The Keystone on 3rd - WALKABLE, Mins to Dwntown!",85360355,StayLocal,,District 19,36.1825,-86.78964,Entire home/apt,144,1,105,2021-11-27,2.63,81,251,32,
28151547,Nashville #1 Home Sweet Home,41207602,Belinda,,District 10,36.31448,-86.71458,Private room,149,1,7,2021-05-24,0.21,7,365,2,
28155941,Nashville #3 Home Sweet Home,41207602,Belinda,,District 10,36.31296,-86.71277,Private room,89,1,13,2021-11-22,0.32,7,363,6,
28158513,Sparkle City!,212690994,Tess,,District 18,36.13979,-86.81643,Private room,127,1,0,,,1,0,0,
28158642,Neighborhood Nook,212690684,Shannon,,District 17,36.12665,-86.75847,Entire home/apt,142,1,110,2021-12-07,2.79,1,81,52,
28176901,Nashville #4 Home Sweet Home,41207602,Belinda,,District 10,36.31466,-86.71422,Private room,89,1,8,2021-06-19,0.21,7,363,2,
28179436,Low Places. Great location Short Uber Downtown.,179452506,Carrie,,District 17,36.12642,-86.77856,Entire home/apt,75,2,108,2021-12-12,2.72,6,80,30,
28184785,clean-modern-cozy KING SUITE at Inglewood Cottage,212876683,Madeline,,District 7,36.22274,-86.71494,Entire home/apt,51,1,140,2020-11-28,3.69,1,0,0,
28224045,The Blue House 3bed rm 4mi to DnTn Nashville,19707550,Julie,,District 17,36.12808,-86.73339,Entire home/apt,113,2,48,2021-12-10,1.22,6,78,25,
28270089,"Hip Eco Cottage, One Mile to Germantown and Gulch",1445577,Kevin,,District 19,36.16988,-86.79986,Entire home/apt,221,2,49,2021-11-22,1.24,1,152,30,
28276475,❤️Cabot Lodge❤️Pet-friendly 3BR/1BA house WEST,14097556,Elizabeth And Ed,,District 20,36.13725,-86.89276,Entire home/apt,195,30,9,2021-06-07,0.41,2,77,4,
28315135,"Colorful, Eclectic, Art-Filled Cottage",128345752,Jeff,,District 15,36.16722,-86.67805,Entire home/apt,90,2,111,2021-12-12,2.85,1,336,39,
28337557,Spacious Home on Brookwood Terrace,48808401,Clay,,District 24,36.13007,-86.85855,Entire home/apt,143,1,201,2021-12-13,5.23,1,66,93,
28342768,4BR 2Bath Duplex 6-beds Near Downtown & Berry Hill,9805687,Brent,,District 16,36.11013,-86.7469,Entire home/apt,109,1,89,2021-11-28,2.24,9,295,38,
28357604,New Wedgewood Houston House- Special Spring Rates!,71301768,John,,District 17,36.139,-86.76688,Entire home/apt,349,2,53,2021-11-21,1.35,3,315,9,
28365055,GORGEOUS DOWNTOWN PAD ✭ 3 BR-2.5BTH ✭ LARGE PATIO,101426897,Host Extraordinaires,,District 21,36.17123,-86.80948,Entire home/apt,184,2,77,2021-12-13,1.97,123,180,27,
28369559,New Downtown Nashville 9 Bed/2.5BA -5min Broadway,70643266,Jeff,,District 17,36.13689,-86.7649,Entire home/apt,263,2,49,2021-11-27,1.29,2,157,21,
28384893,Luxury East Nash Retreat! Cozy! Mins from Downtown,105920090,Ann,,District 5,36.19423,-86.76052,Entire home/apt,495,3,27,2021-10-25,0.72,1,185,5,
28388764,One Bedroom in West End Park,73509766,Simon,,District 21,36.14394,-86.81667,Entire home/apt,150,2,3,2019-04-06,0.09,1,0,0,
28392659,Oasis. 2 miles to Broadway in Downtown. Cool Spot,179452506,Carrie,,District 17,36.12642,-86.77856,Entire home/apt,96,2,116,2021-11-22,2.93,6,88,22,
