id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1009550,The Fab GuesT QuarTers Suite,5554006,Jacque,,District 7,36.21235,-86.70461,Entire home/apt,95,3,220,2022-03-08,2.02,1,20,18,
1209395,Music Row Midtown Apartment,6604593,Michael,,District 19,36.14883,-86.79629,Entire home/apt,132,3,187,2022-03-16,1.84,1,229,17,
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32114,-86.72644,Entire home/apt,135,2,73,2022-02-27,0.69,1,271,25,
1376970,East Nashville private duplex apt,387150,Kristina,,District 7,36.18945,-86.72531,Entire home/apt,89,30,138,2020-10-15,1.32,2,171,0,
1428018,Take Time out by the Private Lake at Our Urban Oasis,7679962,Cathryne & David,,District 6,36.17574,-86.72014,Private room,135,2,288,2022-03-19,2.75,1,291,26,
1468175,"Walk to Vandy, Downtown & Music Row - FREE SHUTTLE",7720839,Michelle,,District 19,36.14901,-86.78818,Private room,82,14,140,2018-05-20,1.34,4,0,0,
1469884,Walk to The Gulch -FREE SHUTTLE BUS,7720839,Michelle,,District 17,36.14584,-86.78634,Private room,72,1,76,2017-11-12,0.74,4,0,0,
1537921,Truly Central East Nashville Private Cozy Cottage,113637,Cynthia,,District 6,36.16794,-86.73759,Entire home/apt,119,2,242,2022-01-15,2.33,1,277,46,
1546787,Cozy Guesthouse in 12 S Neighborhood,6855810,UrbanNashville,,District 18,36.12903,-86.79336,Entire home/apt,114,2,426,2022-03-13,4.33,86,135,82,
1550764,"Private Entry Studio! Wet Bar,King,Bath,5 mins DT!",1684051,Rick,,District 19,36.17231,-86.79252,Entire home/apt,92,2,703,2022-03-10,6.74,7,19,79,
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,John,,District 7,36.22637,-86.70969,Entire home/apt,699,3,72,2021-09-06,0.71,1,218,9,
1583339,Heart of Historic East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,375,2,57,2021-10-17,0.55,4,287,12,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,150,1,108,2021-09-19,1.05,4,279,12,
1584280,Cheapestead Cottage East Nashville,8440705,Carolyn,,District 6,36.17649,-86.74237,Entire home/apt,94,2,352,2022-02-28,3.39,1,212,25,
1587240,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17868,-86.74394,Private room,70,2,135,2021-07-22,1.31,4,78,5,
1625117,Cozy/Cute/Very Safe TreeTop apt in East Nashville,8382752,Bobby,,District 7,36.23019,-86.71623,Entire home/apt,113,1,259,2020-01-21,2.68,1,360,0,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,Ann,,District 17,36.1254,-86.77825,Private room,90,4,149,2019-05-01,1.45,1,231,0,
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli,,District 6,36.17622,-86.73512,Entire home/apt,174,1,115,2021-10-24,1.13,1,144,4,
1714215,"TRAVELERS PL  Blue Room 
Female, NS Only plz",812128,Patricia And John,,District 12,36.18743,-86.59163,Private room,35,31,12,2022-03-12,0.14,8,27,2,
1786497,2BR Artsy Retro in East Nashville: Great Reviews!,7503893,Angie,,District 7,36.19506,-86.71568,Entire home/apt,79,30,104,2022-02-15,1.05,2,150,5,
1793477,East Nashville Underground Apt.,7509912,Sarah & Steve,,District 7,36.1978,-86.70568,Entire home/apt,151,1,476,2022-02-27,4.69,1,342,33,
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17642,-86.80902,Entire home/apt,349,2,137,2021-11-21,1.35,2,249,18,
1885504,"2 Master Suites, 30-day Rental 10 mins to downtown",9805687,Brent,,District 16,36.10963,-86.74195,Entire home/apt,147,2,169,2022-03-04,1.67,9,274,12,
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 19,36.14721,-86.78759,Shared room,500,1,7,2017-09-11,0.07,4,89,0,
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20443,-86.72778,Private room,68,1,308,2022-03-19,3.08,1,236,68,
2071080,Cheap Downtown Crashpad (Solo Travelers Only),7720839,Michelle,,District 19,36.14717,-86.78754,Shared room,104,1,2,2018-05-05,0.03,4,0,0,
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17074,-86.79057,Entire home/apt,121,1,518,2022-03-03,5.17,1,112,49,
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16137,-86.75327,Entire home/apt,140,30,407,2022-02-27,4.12,1,159,50,
2170733,Charming East Nashville Home,6036692,Ruthie,,District 6,36.18854,-86.74452,Entire home/apt,100,30,54,2020-03-16,0.56,1,17,0,
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.16976,-86.73837,Entire home/apt,251,1,474,2022-03-11,4.98,13,281,84,
2247632,Country in the city( NINE beds! East Nashville),2245687,Kyah,,District 6,36.1864,-86.71779,Entire home/apt,383,3,166,2022-03-14,1.68,1,293,22,
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18181,-86.7528,Private room,78,2,556,2022-03-12,5.77,1,73,47,
2273933,Sylvan Park  2 mi downtown -,441439,Angela,,District 24,36.14058,-86.82551,Entire home/apt,550,3,8,2022-01-14,0.09,4,36,4,
2316288,✨ PRIME Location✨ Great Neighborhood 2.5 Miles From Downtown✨,7428690,Matt & Steph,,District 6,36.18719,-86.74243,Entire home/apt,298,2,280,2022-03-13,3.44,3,326,41,
2372334,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Private room,70,2,49,2021-01-02,0.50,4,78,0,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13549,-86.81257,Entire home/apt,706,30,68,2021-10-24,0.71,1,238,13,
2473234,Room At Eastland - Your totally private room!,12649085,Val,,District 6,36.18218,-86.726,Private room,45,2,116,2022-03-19,1.19,1,222,5,
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14454,-86.79452,Entire home/apt,95,30,92,2021-05-31,0.97,2,248,1,
2521338,"BEAUTIFUL AFFORDABLE SPACE 
F Non smoker only plz",812128,Patricia And John,,District 12,36.1887,-86.59036,Private room,35,31,3,2016-08-10,0.04,8,180,0,
2577619,NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,2275056,Debbie,,District 18,36.140717,-86.815483,Entire home/apt,651,2,119,2022-03-13,1.28,6,237,19,
2581896,"Live Like a Local in E. Nashville, 233 5* Reviews",13221453,Christy,,District 6,36.17061,-86.74256,Entire home/apt,160,2,234,2022-03-14,2.42,5,53,20,
2590492,Purple Moon River House  Monthly Rentals Only,13262394,Dee,,District 15,36.2422,-86.70531,Entire home/apt,300,30,21,2018-07-30,0.22,1,365,0,
2666769,Cottage at West End/Vandy/Hillsboro,9551442,Debra,,District 21,36.14705,-86.81845,Entire home/apt,146,1,622,2022-03-19,6.77,6,255,70,
2694882,"E. Nashville -Close to Everything, 235 5* Reviews,",13221453,Christy,,District 6,36.17029,-86.74104,Entire home/apt,125,2,235,2021-12-28,2.43,5,47,11,
2699594,"Broadway Penthouse, Walk to Live Music, Bars!",1099118,Cayla,,District 19,36.16223,-86.77752,Entire home/apt,358,2,173,2022-03-13,1.88,1,335,17,
2710049,Affordable extended stays,558742,Sara Jane,,District 12,36.16162,-86.5911,Private room,34,30,9,2018-03-15,0.09,1,323,0,
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,Debbie,,District 18,36.14077,-86.81479,Entire home/apt,149,2,188,2022-03-09,1.98,6,68,29,
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,Brad,,District 7,36.21783,-86.71522,Entire home/apt,110,30,88,2022-03-04,0.92,1,150,5,
2811765,Historic Bungalow - 3 BR & 2.5 Bath,5461408,Nancy,,District 17,36.13434,-86.77735,Entire home/apt,100,30,5,2018-01-01,0.05,1,0,0,
2824336,Downtown Gulch Modern Home. Walk Everywhere!,14448697,Che,,District 19,36.14909,-86.78868,Entire home/apt,613,2,155,2022-02-27,1.64,7,286,18,
2871526,Cozy 1920s Cottage in 12th South,2915436,Brad,,District 17,36.12834,-86.7861,Entire home/apt,277,5,33,2021-06-27,0.41,1,0,3,
2874811,"Modern, Stylish,  5 ★ Cottage close to EVERYTHING!",3751912,Chaney,,District 6,36.16662,-86.7486,Entire home/apt,76,30,159,2022-03-05,1.68,2,4,6,
2906844,Beautiful Loft Apt East Nashville,6117864,Sara,,District 6,36.17718,-86.74109,Entire home/apt,95,2,457,2022-03-04,4.79,1,99,61,
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,Bill And Anne,,District 15,36.22014,-86.70626,Entire home/apt,694,3,28,2021-11-15,0.30,1,242,4,
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,Carly,,District 6,36.17477,-86.73981,Entire home/apt,274,3,95,2021-12-31,1.08,1,0,4,
2950152,"Nashville, Downtown ,Vandy ,Belmont, Pets welcome",15060012,William And Vicki,,District 17,36.14225,-86.79286,Entire home/apt,240,1,642,2022-03-16,7.10,1,207,119,
2958698,"4 BR Home, 10 min to Dwntwn",6653482,Jessica,,District 24,36.14579,-86.83957,Entire home/apt,300,2,26,2020-07-26,0.29,1,0,0,
3005865,"Poodle Springs, Luxury Lodging",15318271,Bett & Rob,,District 34,36.05341,-86.84215,Private room,150,30,23,2018-11-12,0.24,1,0,0,
3021231,12th S- WALK TO RESTAURANTS!! 3 MILES TO DOWNTOWN,15395208,Julie And Josh,,District 17,36.12133,-86.78245,Entire home/apt,365,3,214,2022-03-10,2.28,1,328,42,
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,Caitlin,,District 15,36.16429,-86.68384,Entire home/apt,78,2,325,2022-03-15,3.61,2,118,46,
3052313,Beautiful Belmont Home Perfect for Family Fun!,15539580,Robert,,District 18,36.12228,-86.80152,Entire home/apt,384,3,14,2022-03-13,0.15,1,153,5,
3056884,"Mulberry House, Upscale Guest Cottage in Nashville",13960682,Doug,,District 25,36.11481,-86.78929,Entire home/apt,325,2,9,2022-03-09,0.21,1,304,5,
3095791,Convenient Private Room in Midtown,3298595,Heidi,,District 21,36.15532,-86.8004,Private room,66,30,51,2019-10-11,0.54,2,137,0,
3107569,DOWNTOWN 7000 sf Mansion 7 Min to Broadway!,15494980,Devon,,District 5,36.19976,-86.76057,Entire home/apt,643,3,121,2021-10-17,1.32,3,353,7,
3116713,"Travelers SUNNY PARADISE RM
Female 
Non Smkr  plz",812128,Patricia And John,,District 12,36.18737,-86.59015,Private room,35,31,9,2021-04-24,0.11,8,179,1,
3121821,Charming private apt. in hip area,14083317,Merrilyn,,District 6,36.18774,-86.74115,Entire home/apt,95,1,881,2022-03-10,9.28,2,205,140,
3123909,✨Spacious 4BR Getaway near Downtown,7961115,Blake,,District 19,36.18161,-86.79086,Entire home/apt,433,2,124,2022-03-20,1.32,2,317,15,
3158038,Welcome to 12 South comfort!,5611748,Melissa,,District 17,36.1348,-86.78514,Entire home/apt,512,2,27,2022-01-23,0.29,1,30,10,
3275310,Cozy Chic Cottage in Popular East Nashville,6233192,Michelle,,District 6,36.17942,-86.7308,Entire home/apt,224,3,64,2020-03-08,0.69,2,0,0,
3288576,Belmont Modern Loft Guest House,2275056,Debbie,,District 18,36.12465,-86.7947,Entire home/apt,182,1,145,2022-03-04,2.12,6,106,29,
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.12451,-86.71123,Entire home/apt,134,2,111,2021-10-24,1.99,1,323,25,
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17413,-86.7822,Entire home/apt,154,1,340,2022-03-19,3.63,6,40,45,
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17866,-86.76967,Entire home/apt,450,2,54,2022-02-27,0.58,1,189,12,
3498020,Convenient Room in Midtown by Vandy,3298595,Heidi,,District 21,36.15615,-86.80048,Private room,80,30,1,2016-06-01,0.01,2,162,0,
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16369,-86.74046,Entire home/apt,200,30,101,2021-11-11,1.08,1,284,13,
3595967,"New, Spacious, Clean, near Downtown",14103090,Gary,,District 17,36.13955,-86.76488,Entire home/apt,380,3,72,2022-01-30,0.78,1,122,20,
3615228,Sylvan Park Guest Quarters,39713,Ellen,,District 24,36.1504,-86.84701,Entire home/apt,65,30,51,2021-09-18,0.94,1,286,2,
3643239,Downtown Hostel - Private Dorm,16246720,Music City Guest House,,District 19,36.16428,-86.77653,Hotel room,999,1,181,2020-12-08,1.98,15,0,0,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,129,2,116,2021-11-07,1.76,1,41,3,
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.1269,-86.78371,Entire home/apt,432,2,214,2022-03-07,2.32,19,282,10,
3694888,Location! Music Row Gulch Downtown!,18816131,Sean,,District 19,36.15053,-86.78961,Entire home/apt,129,1,500,2022-03-05,5.73,1,237,12,
3696753,Restrung East Nashville Condo,18830581,Mike & Kate,,District 6,36.17069,-86.75593,Entire home/apt,246,3,308,2022-03-14,3.31,2,101,43,
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14127,-86.82559,Entire home/apt,122,1,583,2022-03-16,6.31,4,105,88,
3704256,Cozy Bungalow,3568608,Anna,,District 6,36.18188,-86.72623,Entire home/apt,60,2,113,2020-02-10,1.83,2,0,0,
3710914,Cottage-Style East Nashville Home close to Downtown,225274317,Wendy,,District 5,36.18081,-86.77149,Entire home/apt,153,2,588,2022-03-13,6.33,3,232,130,
3717911,Downtown Hostel (Coed Shared Dorm),16246720,Music City Guest House,,District 19,36.1647,-86.77615,Hotel room,999,1,643,2020-12-23,7.03,15,0,0,
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16937,-86.73648,Entire home/apt,143,3,299,2022-03-15,3.22,1,297,28,
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19123,-86.74158,Private room,119,1,304,2020-11-29,3.30,1,79,0,
3789558,Beautiful Home Very Close to Downtown,19451333,Narum,,District 23,36.13111,-86.8813,Entire home/apt,257,3,45,2021-11-14,0.49,4,70,8,
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17136,-86.79406,Entire home/apt,295,2,187,2022-03-16,2.26,2,290,33,
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18235,-86.72676,Entire home/apt,102,2,318,2022-03-12,3.45,1,32,42,
3861690,Southern Charm on the Farm,19743617,Tom & Ann,,District 35,36.05274,-87.03498,Entire home/apt,135,2,175,2022-02-27,1.98,1,296,15,
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.1221,-86.8422,Entire home/apt,263,30,8,2019-10-31,0.09,1,323,0,
3895594,Nature in Music City,20164535,Brian,,District 30,36.07588,-86.71173,Entire home/apt,105,30,0,,,1,0,0,
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17377,-86.74145,Private room,104,1,461,2022-03-18,5.02,1,292,78,
3907104,"Restored Historic Home, Steps from Dining & Shops",593556,Alece,,District 6,36.17457,-86.75116,Entire home/apt,202,1,136,2022-03-16,1.48,12,51,44,
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12385,-86.77719,Entire home/apt,106,27,25,2021-12-19,0.27,2,197,1,
4033107,Cozy Downtown Nashville Room,9081613,Sritha,,District 19,36.16185,-86.78039,Private room,132,1,85,2016-09-13,0.93,1,0,0,
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,86,1,752,2022-03-11,8.36,5,194,83,
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14275,-86.79487,Entire home/apt,80,30,101,2021-12-27,1.11,2,63,4,
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,126,1,693,2022-03-06,7.57,4,235,87,
4100639,!!RIVERFRONT CONDO WITH POOL*  WALK TO BROADWAY!!,17145199,Brad,,District 19,36.17105,-86.78033,Entire home/apt,140,1,378,2022-03-17,4.33,6,77,88,
4110237,"Trendy, Brand New Condo One Mile From Downtown.",16949507,Anastacia And Freddy,,District 21,36.15962,-86.80651,Entire home/apt,193,2,68,2022-02-27,2.62,1,0,46,
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie,,District 18,36.12465,-86.79689,Entire home/apt,1299,2,81,2021-11-14,0.93,6,303,11,
4170603,8th Ave. Near 12 South and Downtown,16831211,Chris,,District 17,36.12609,-86.77792,Entire home/apt,92,3,324,2022-03-16,3.56,1,206,47,
4178988,Award Winning Private Cottage NASHVILLE,9551442,Debra,,District 6,36.1748,-86.73808,Entire home/apt,174,1,685,2022-03-16,7.57,6,254,98,
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,112,1,569,2022-02-21,6.25,2,120,56,
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18729,-86.73623,Entire home/apt,375,2,69,2021-09-27,0.78,1,62,4,
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18327,-86.75205,Entire home/apt,380,2,351,2022-02-21,3.91,5,171,20,
4266652,Stylish Condo Centrally Located,22149003,A.,,District 26,36.08643,-86.73305,Private room,68,2,21,2018-11-18,0.26,1,0,0,
4275484,The Hamilton ★ 3 BR/2 BA ★ 1.5 mi to Broadway,22196890,Donald,,District 17,36.13807,-86.76732,Entire home/apt,341,3,272,2022-03-06,3.26,1,326,30,
4278005,"""Plan B"" Guest Suite",21259075,Jessica,,District 24,36.1484,-86.84671,Entire home/apt,45,30,106,2021-02-27,1.21,1,0,0,
4302855,The Commodore-Stay ON Vandy Campus and Live Like a Local in Hillsboro Village!,6675690,Isabeau And Shaun,,District 18,36.13751,-86.81267,Entire home/apt,321,2,133,2022-03-06,1.87,71,341,20,
4303083,Beautifully Chic Single Story Home In East Nashville,6675690,Isabeau And Shaun,,District 6,36.17144,-86.74783,Entire home/apt,264,2,159,2022-02-27,2.29,71,332,40,
4351066,Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,75,2,412,2022-03-01,4.56,2,308,49,
4358798,East Nashville 1930's Cottage Unit B,16922948,Meagan,,District 7,36.19241,-86.72529,Entire home/apt,89,30,90,2022-02-27,1.08,2,282,1,
4365735,East Nashville 1930'a Cottage Unit A,16922948,Meagan,,District 7,36.19229,-86.7253,Entire home/apt,196,28,84,2021-10-02,0.93,2,275,9,
4404303,Private Loft Apt Vandy / Belmont,22862844,Olivia,,District 18,36.13361,-86.80678,Entire home/apt,99,2,290,2019-07-07,3.30,1,0,0,
4436799,Midtown/Kristofferson's old Apt!,23029956,Ricky,,District 19,36.15259,-86.79593,Entire home/apt,133,1,654,2022-03-01,7.38,6,9,70,
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.13354,-86.82565,Entire home/apt,307,2,174,2021-11-26,1.98,1,147,11,
4476315,"Charming Poppy House Villa, Walk to Music and More.",23224852,Jamie,,District 19,36.14555,-86.7896,Entire home/apt,277,2,381,2022-03-16,4.29,1,248,67,
4485271,DOWNTOWN Riverfront Condo close to BROADWAY ACTION,23271865,Harry,,District 19,36.17332,-86.78052,Entire home/apt,163,2,167,2022-03-17,1.90,2,249,18,
4490882,Great Condo in 12South,7096686,Meredith,,District 17,36.12529,-86.77814,Entire home/apt,146,27,25,2019-10-01,0.28,2,199,0,
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,Andy,,District 6,36.17614,-86.74306,Entire home/apt,160,2,242,2021-11-22,2.92,1,89,40,
4494569,"Germantown 4bd, 2 Miles from Bdwy",23314330,Sara,,District 19,36.1809,-86.79249,Entire home/apt,515,2,119,2022-03-06,1.33,3,277,25,
4511965,Duplex- Inc Both Sides - in E. Nash 415 5* Reviews,13221453,Christy,,District 6,36.1711,-86.74227,Entire home/apt,300,2,15,2019-11-25,0.17,5,41,0,
4531756,Southern Charm meets Old World Hospitality,23496125,Maria Davis,,District 25,36.08877,-86.79513,Entire home/apt,628,2,20,2021-09-12,0.34,1,356,6,
4559286,The Green Menagerie,23636518,Elizabeth,,District 27,36.05031,-86.73662,Private room,83,1,195,2022-03-14,2.45,1,80,51,
4604518,Gated community w/yard & parking✦Close to Downtown,8008453,Alyssa,,District 17,36.12443,-86.76344,Entire home/apt,377,2,263,2022-03-06,3.29,2,296,40,
4621726,"Cute, Cozy Cottage in Nashville",17913438,Randa,,District 24,36.14653,-86.84341,Entire home/apt,141,2,122,2022-02-28,1.39,1,290,25,
